,latitude,longitude,postalCode,Date,Hour,make,model,year,soakTime,day_night
138,30.003,-95.272,77338,7/10/2019,16,CHEVROLET,MALIBU,2017,23.65,dtime
139,30.003,-95.281,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,11.31666667,dtime
140,30.006,-95.28,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,19.01666667,dtime
141,30.011,-95.271,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,14.68333333,dtime
142,30.004,-95.272,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,16.53333333,dtime
143,30.008,-95.278,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,13.95,dtime
144,30.006,-95.274,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,12.56666667,dtime
145,30.01,-95.263,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,25.55,dtime
146,29.991,-95.249,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,28.56666667,dtime
147,30.007,-95.279,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,10.9,dtime
148,30.008,-95.283,77338,7/17/2019,16,CHEVROLET,MALIBU,2017,9.666666667,dtime
149,30.006,-95.274,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,9.016666667,dtime
150,30.01,-95.299,77338,7/9/2019,16,CHEVROLET,MALIBU,2017,15.55,dtime
151,30.018,-95.286,77338,7/5/2019,16,CHEVROLET,MALIBU,2017,12.81666667,dtime
152,30.01,-95.267,77338,7/5/2019,16,CHEVROLET,MALIBU,2017,6.516666667,dtime
153,30.006,-95.293,77338,7/12/2019,16,CHEVROLET,MALIBU,2017,14.25,dtime
154,30.018,-95.286,77338,7/12/2019,16,CHEVROLET,MALIBU,2017,29.56666667,dtime
155,30.018,-95.286,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,8.116666667,dtime
156,30.006,-95.293,77338,7/28/2019,16,CHEVROLET,MALIBU,2017,10.65,dtime
157,29.989,-95.276,77338,7/9/2019,16,CHEVROLET,MALIBU,2017,17.26666667,dtime
158,29.999,-95.255,77338,7/25/2019,16,CHEVROLET,MALIBU,2017,11.23333333,dtime
159,30.007,-95.279,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,25.5,dtime
160,30.006,-95.276,77338,7/19/2019,16,CHEVROLET,MALIBU,2017,16.58333333,dtime
161,30.006,-95.273,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,6.366666667,dtime
162,30.002,-95.268,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,7.383333333,dtime
163,30.005,-95.292,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,8.833333333,dtime
164,30.008,-95.27,77338,7/21/2019,16,CHEVROLET,MALIBU,2017,19,dtime
165,30.013,-95.261,77338,7/23/2019,16,CHEVROLET,MALIBU,2017,23.6,dtime
166,30.008,-95.269,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,11.5,dtime
167,30.014,-95.261,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,24.43333333,dtime
168,30.006,-95.274,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,20.01666667,dtime
169,30.01,-95.269,77338,7/30/2019,16,CHEVROLET,MALIBU,2017,11.6,dtime
170,30.01,-95.272,77338,7/30/2019,16,CHEVROLET,MALIBU,2017,18.51666667,dtime
171,30.004,-95.265,77338,7/14/2019,16,CHEVROLET,MALIBU,2017,16.21666667,dtime
172,30.008,-95.283,77338,7/1/2019,16,CHEVROLET,MALIBU,2017,22.06666667,dtime
173,29.991,-95.278,77338,7/1/2019,16,CHEVROLET,MALIBU,2017,10.41666667,dtime
174,30.01,-95.264,77338,7/1/2019,16,CHEVROLET,MALIBU,2017,24.18333333,dtime
175,30.005,-95.296,77338,7/2/2019,16,CHEVROLET,MALIBU,2017,7.283333333,dtime
176,30.009,-95.297,77338,7/14/2019,16,CHEVROLET,MALIBU,2017,16.76666667,dtime
177,30.018,-95.268,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,12.38333333,dtime
178,30.008,-95.259,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,12.06666667,dtime
179,30.005,-95.287,77338,7/14/2019,16,CHEVROLET,MALIBU,2017,6.416666667,dtime
180,30.005,-95.298,77338,7/15/2019,16,CHEVROLET,MALIBU,2017,14.3,dtime
181,29.986,-95.223,77338,7/23/2019,16,CHEVROLET,MALIBU,2017,14.9,dtime
182,30.008,-95.284,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,7.5,dtime
183,30.021,-95.266,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,22.33333333,dtime
184,30.007,-95.279,77338,7/25/2019,16,CHEVROLET,MALIBU,2017,8.7,dtime
185,29.989,-95.277,77338,7/10/2019,16,CHEVROLET,MALIBU,2017,8.35,dtime
186,29.995,-95.25,77338,7/15/2019,16,CHEVROLET,MALIBU,2017,10.55,dtime
187,30.009,-95.269,77338,7/18/2019,16,CHEVROLET,MALIBU,2017,13.06666667,dtime
188,30.006,-95.264,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,7.15,dtime
189,30.004,-95.282,77338,7/10/2019,16,CHEVROLET,MALIBU,2017,9.7,dtime
190,30.008,-95.269,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,17.35,dtime
191,30.002,-95.271,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,7.383333333,dtime
192,29.999,-95.212,77338,7/23/2019,16,CHEVROLET,MALIBU,2017,7.5,dtime
193,30.036,-95.253,77338,7/19/2019,16,CHEVROLET,MALIBU,2017,28.35,dtime
194,30.008,-95.27,77338,7/6/2019,16,CHEVROLET,MALIBU,2017,10.3,dtime
195,30.013,-95.265,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,11.45,dtime
196,30.002,-95.266,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,8.45,dtime
197,30.007,-95.258,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,7.55,dtime
198,30.007,-95.258,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,29.91666667,dtime
199,29.999,-95.263,77338,7/10/2019,16,CHEVROLET,MALIBU,2017,21.88333333,dtime
200,30.008,-95.279,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,20.35,dtime
201,30.007,-95.281,77338,7/30/2019,16,CHEVROLET,MALIBU,2017,18.1,dtime
202,30.006,-95.28,77338,7/31/2019,16,CHEVROLET,MALIBU,2017,10.08333333,dtime
203,30.007,-95.281,77338,7/31/2019,16,CHEVROLET,MALIBU,2017,24.81666667,dtime
204,30.016,-95.312,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,17.13333333,dtime
205,30.004,-95.26,77338,7/31/2019,16,CHEVROLET,MALIBU,2017,14.95,dtime
206,30.004,-95.271,77338,7/1/2019,16,CHEVROLET,MALIBU,2017,8.183333333,dtime
207,29.996,-95.268,77338,7/3/2019,16,CHEVROLET,MALIBU,2017,7.016666667,dtime
208,29.996,-95.268,77338,7/16/2019,16,CHEVROLET,MALIBU,2017,10.21666667,dtime
209,30.004,-95.279,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,20.6,dtime
210,30.005,-95.293,77338,7/27/2019,16,CHEVROLET,MALIBU,2017,25.81666667,dtime
211,30.004,-95.265,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,7.366666667,dtime
212,30.003,-95.272,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,6.866666667,dtime
213,30.01,-95.263,77338,7/27/2019,16,CHEVROLET,MALIBU,2017,8.466666667,dtime
214,30.005,-95.296,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,6.566666667,dtime
215,30.022,-95.307,77338,7/19/2019,16,CHEVROLET,MALIBU,2017,20.81666667,dtime
216,29.999,-95.264,77338,7/9/2019,16,CHEVROLET,MALIBU,2017,14.13333333,dtime
217,30.004,-95.277,77338,7/18/2019,16,CHEVROLET,MALIBU,2017,7.466666667,dtime
218,30.004,-95.277,77338,7/31/2019,16,CHEVROLET,MALIBU,2017,28.36666667,dtime
219,30.004,-95.28,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,9.45,dtime
220,30,-95.273,77338,7/27/2019,16,CHEVROLET,MALIBU,2017,10.66666667,dtime
221,30.004,-95.296,77338,7/11/2019,16,CHEVROLET,MALIBU,2017,8.016666667,dtime
222,29.999,-95.268,77338,7/21/2019,16,CHEVROLET,MALIBU,2017,16.01666667,dtime
223,30.006,-95.27,77338,7/27/2019,16,CHEVROLET,MALIBU,2017,19.25,dtime
224,30.01,-95.288,77338,7/4/2019,16,CHEVROLET,MALIBU,2017,8.083333333,dtime
225,30.01,-95.288,77338,7/10/2019,16,CHEVROLET,MALIBU,2017,10.01666667,dtime
226,30.002,-95.266,77338,7/28/2019,16,CHEVROLET,MALIBU,2017,24.36666667,dtime
227,30.019,-95.317,77338,7/3/2019,16,CHEVROLET,MALIBU,2017,6.2,dtime
228,30.011,-95.263,77338,7/25/2019,16,CHEVROLET,MALIBU,2017,20.75,dtime
229,29.999,-95.26,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,16.16666667,dtime
230,30.008,-95.284,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,12.8,dtime
231,30.008,-95.284,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,9.616666667,dtime
232,30,-95.267,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,8.316666667,dtime
233,29.999,-95.264,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,9.45,dtime
234,30.004,-95.265,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,25.51666667,dtime
235,30.007,-95.266,77338,7/4/2019,16,CHEVROLET,MALIBU,2017,7.483333333,dtime
236,30.005,-95.293,77338,7/15/2019,16,CHEVROLET,MALIBU,2017,11.36666667,dtime
237,30.006,-95.277,77338,7/15/2019,16,CHEVROLET,MALIBU,2017,7.833333333,dtime
238,30.007,-95.281,77338,7/4/2019,16,CHEVROLET,MALIBU,2017,13.31666667,dtime
239,30.02,-95.326,77338,7/4/2019,16,CHEVROLET,MALIBU,2017,8.383333333,dtime
240,30.004,-95.272,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,6.65,dtime
241,30.01,-95.269,77338,7/24/2019,16,CHEVROLET,MALIBU,2017,21.03333333,dtime
242,29.998,-95.257,77338,7/31/2019,16,CHEVROLET,MALIBU,2017,27.75,dtime
243,30.006,-95.281,77338,7/17/2019,16,CHEVROLET,MALIBU,2017,7.65,dtime
244,30.006,-95.287,77338,7/17/2019,16,CHEVROLET,MALIBU,2017,6.683333333,dtime
245,30.006,-95.292,77338,7/17/2019,16,CHEVROLET,MALIBU,2017,8.016666667,dtime
246,30.005,-95.273,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,13.1,dtime
247,30.007,-95.279,77338,7/5/2019,16,CHEVROLET,MALIBU,2017,21.58333333,dtime
248,30.009,-95.286,77338,7/11/2019,16,CHEVROLET,MALIBU,2017,12.03333333,dtime
249,30.009,-95.286,77338,7/20/2019,16,CHEVROLET,MALIBU,2017,15.18333333,dtime
250,30.005,-95.282,77338,7/23/2019,16,CHEVROLET,MALIBU,2017,7.45,dtime
251,30.015,-95.261,77338,7/11/2019,16,CHEVROLET,MALIBU,2017,12.38333333,dtime
252,30.004,-95.272,77338,7/30/2019,16,CHEVROLET,MALIBU,2017,10.56666667,dtime
253,29.999,-95.272,77338,7/11/2019,16,CHEVROLET,MALIBU,2017,11.9,dtime
254,30.015,-95.286,77338,7/15/2019,16,CHEVROLET,MALIBU,2017,22.06666667,dtime
255,30.008,-95.272,77338,7/14/2019,16,CHEVROLET,MALIBU,2017,29.7,dtime
256,30.004,-95.265,77338,7/23/2019,16,CHEVROLET,MALIBU,2017,17.23333333,dtime
257,30.006,-95.281,77338,7/8/2019,16,CHEVROLET,MALIBU,2017,22.9,dtime
258,30.025,-95.355,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,25.03333333,dtime
259,29.999,-95.271,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,11.43333333,dtime
260,30.003,-95.272,77338,7/5/2019,16,CHEVROLET,MALIBU,2017,6.366666667,dtime
261,29.988,-95.276,77338,7/16/2019,16,CHEVROLET,MALIBU,2017,16.76666667,dtime
262,29.988,-95.276,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,9.7,dtime
263,29.988,-95.276,77338,7/29/2019,16,CHEVROLET,MALIBU,2017,6.15,dtime
264,30.014,-95.301,77338,7/7/2019,16,CHEVROLET,MALIBU,2017,20.01666667,dtime
265,30.014,-95.301,77338,7/22/2019,16,CHEVROLET,MALIBU,2017,17.65,dtime
266,30.006,-95.276,77338,7/16/2019,16,CHEVROLET,MALIBU,2017,20.31666667,dtime
267,30.015,-95.262,77338,7/13/2019,16,CHEVROLET,MALIBU,2017,27.36666667,dtime
268,29.999,-95.252,77338,7/18/2019,16,CHEVROLET,MALIBU,2017,24.38333333,dtime
269,30.006,-95.277,77338,7/6/2019,16,CHEVROLET,MALIBU,2017,6.466666667,dtime
270,30.008,-95.258,77338,7/16/2019,16,CHEVROLET,MALIBU,2017,20.98333333,dtime
271,30.007,-95.279,77338,7/26/2019,16,CHEVROLET,MALIBU,2017,24.75,dtime
272,30.002,-95.271,77338,7/11/2019,16,CHEVROLET,MALIBU,2017,7.633333333,dtime
273,29.751,-95.561,77042,7/28/2019,16,CHEVROLET,MALIBU,2017,28.35,dtime
